dstport,protocol,tag
97,Min-IPv4,sv_32
775,MICP (deprecated),sv_74
897,Shim6,sv_53
610,L2TP,sv_61
951,STP,sv_30
151,MERIT-INP,sv_52
20,KRYPTOLAN,sv_26
1019,ST,sv_5
850,WESP,sv_17
119,PIM,sv_35
143,IPv6-Opts,sv_84
560,SCPS,sv_55
697,ARGUS (deprecated),sv_36
729,TRUNK-1,sv_42
429,IPv6-ICMP,sv_82
169,SECURE-VMTP,sv_95
895,MTP,sv_1
157,MERIT-INP,sv_33
687,IPIP,sv_95
699,BR-SAT-MON,sv_22
527,DGP,sv_98
76,SSCOPMCE,sv_24
931,HOPOPT,sv_46
224,HIP,sv_58
235,DCCP,sv_37
377,TP++,sv_46
909,Min-IPv4,sv_72
210,SDRP,sv_21
389,TRUNK-1,sv_58
751,SAT-EXPAK,sv_50
38,ARGUS (deprecated),sv_93
460,FC,sv_18
972,,sv_6
722,LEAF-2,sv_25
237,Shim6,sv_49
207,RVD,sv_84
903,LEAF-1,sv_35
2,IGMP,sv_69
433,3PC,sv_47
622,IPLT,sv_88
997,NSH,sv_93
92,LEAF-2,sv_93
26,CRUDP,sv_33
710,IGMP,sv_72
549,PUP,sv_98
801,VMTP,sv_74
122,VISA,sv_68
588,IGMP,sv_57
507,IFMP,sv_6
891,Homa,sv_84
57,DCN-MEAS,sv_51
920,SPS,sv_87
868,ESP,sv_95
959,DDX,sv_8
113,SPS,sv_48
332,ETHERIP,sv_25
569,STP,sv_67
386,Compaq-Peer,sv_81
45,SKIP,sv_53
956,CPNX,sv_72
445,IPLT,sv_52
322,,sv_73
703,ETHERIP,sv_35
586,PIPE,sv_47
29,PGM,sv_10
535,ARGUS (deprecated),sv_41
266,ST,sv_9
471,TCP,sv_94
925,RVD,sv_54
808,Shim6,sv_41
68,ISO-IP,sv_71
720,Compaq-Peer,sv_72
401,PGM,sv_3
107,HMP,sv_15
411,ICMP,sv_8
541,,sv_27
676,ICMP,sv_19
481,IPPC,sv_89
40,MICP (deprecated),sv_60
871,IPIP,sv_96
875,SWIPE (deprecated),sv_43
750,,sv_46
332,ISIS over IPv4,sv_96
630,ROHC,sv_74
197,WB-MON,sv_71
297,IPv6-Frag,sv_51
876,MERIT-INP,sv_77
256,SDRP,sv_40
330,IPX-in-IP,sv_27
177,NARP,sv_97
170,ENCAP,sv_36
1,PRM,sv_96
188,BBN-RCC-MON,sv_28
985,LEAF-2,sv_63
652,PUP,sv_35
195,VISA,sv_6
753,SKIP,sv_96
728,QNX,sv_85
608,TLSP,sv_42
608,,sv_26
469,HOPOPT,sv_76
135,PIPE,sv_18
625,ENCAP,sv_24
81,SMP,sv_59
532,HOPOPT,sv_94
8,RSVP,sv_77
585,ISO-TP4,sv_27
831,IRTP,sv_73
908,LEAF-2,sv_36
108,PGM,sv_83
126,IGP,sv_76
49,Reserved,sv_23
383,L2TP,sv_72
881,IGP,sv_73
499,SRP,sv_86
65,SMP,sv_7
737,IPCV,sv_17
604,WESP,sv_62
466,IPPC,sv_82
207,IATP,sv_50
949,PGM,sv_6
737,TRUNK-1,sv_98
840,BR-SAT-MON,sv_64
71,HIP,sv_14
911,RDP,sv_58
830,IPIP,sv_88
194,IFMP,sv_95
381,WB-EXPAK,sv_8
402,NSH,sv_43
419,FC,sv_72
440,IRTP,sv_80
67,LEAF-1,sv_98
220,IPTM,sv_21
820,VISA,sv_74
146,Mobility Header,sv_55
947,GMTP,sv_69
536,SUN-ND,sv_58
13,TP++,sv_80
304,FIRE,sv_42
423,IPv6-NoNxt,sv_84
545,manet,sv_88
865,LEAF-2,sv_83
571,,sv_46
986,CPNX,sv_31
164,ENCAP,sv_50
1003,XTP,sv_81
758,VISA,sv_32
721,NVP-II,sv_77
554,IPTM,sv_2
345,,sv_38
588,Reserved,sv_45
870,SPS,sv_3
204,IPv6-Route,sv_72
81,IPv6-ICMP,sv_77
972,,sv_23
824,3PC,sv_73
1006,IPPC,sv_22
38,IFMP,sv_18
698,EIGRP,sv_52
232,SCTP,sv_44
821,Ethernet,sv_6
855,Shim6,sv_66
722,XNS-IDP,sv_90
87,BNA,sv_24
439,IDPR-CMTP,sv_27
784,AGGFRAG,sv_10
790,DCCP,sv_16
607,IDRP,sv_85
694,ROHC,sv_36
125,ARIS,sv_23
506,TP++,sv_61
290,,sv_52
642,TRUNK-1,sv_91
489,TRUNK-1,sv_27
572,NSH,sv_8
123,XNS-IDP,sv_91
51,EIGRP,sv_85
790,ETHERIP,sv_71
934,PNNI,sv_41
898,TP++,sv_97
324,BIT-EMU,sv_34
829,MFE-NSP,sv_74
865,UDPLite,sv_22
610,HIP,sv_75
222,,sv_83
701,WB-MON,sv_70
880,SAT-EXPAK,sv_34
309,TCP,sv_41
780,3PC,sv_46
717,GGP,sv_99
254,ESP,sv_58
6,IATP,sv_22
911,Reserved,sv_22
256,IPv6-Opts,sv_3
979,PIPE,sv_60
762,IPCV,sv_97
904,XNS-IDP,sv_34
855,STP,sv_99
764,XNET,sv_85
833,AX.25,sv_94
47,VRRP,sv_2
625,MICP (deprecated),sv_34
703,PTP,sv_25
919,IPv6,sv_60
983,,sv_88
579,Mobility Header,sv_65
836,BNA,sv_86
256,DSR,sv_4
609,,sv_32
522,PNNI,sv_46
631,IPv6-Frag,sv_55
396,ETHERIP,sv_38
619,IL,sv_94
159,XTP,sv_51
38,DDX,sv_99
451,NSFNET-IGP,sv_61
402,VMTP,sv_44
413,ENCAP,sv_5
435,IPv6-Frag,sv_75
745,IFMP,sv_62
905,Sprite-RPC,sv_95
550,,sv_12
572,CPNX,sv_52
613,EMCON,sv_45
900,LEAF-1,sv_3
1012,PTP,sv_8
941,MFE-NSP,sv_60
528,Min-IPv4,sv_53
950,EIGRP,sv_83
115,HOPOPT,sv_42
791,A/N,sv_5
569,VISA,sv_11
652,RVD,sv_51
138,AX.25,sv_97
272,ESP,sv_87
583,SCPS,sv_7
943,TP++,sv_66
40,WB-MON,sv_9
22,,sv_3
701,CPNX,sv_86
229,QNX,sv_49
462,RDP,sv_32
355,ISIS over IPv4,sv_83
363,EGP,sv_63
595,EIGRP,sv_24
910,NARP,sv_5
19,SSCOPMCE,sv_69
918,RVD,sv_59
829,WB-EXPAK,sv_46
966,IPv6-ICMP,sv_75
952,UDPLite,sv_73
126,TLSP,sv_94
689,Shim6,sv_63
413,LEAF-2,sv_67
365,CPNX,sv_93
303,XNS-IDP,sv_93
847,Homa,sv_47
961,HMP,sv_73
570,STP,sv_1
403,IATP,sv_38
350,IGP,sv_23
785,MTP,sv_30
300,Reserved,sv_2
830,CPNX,sv_35
431,SMP,sv_71
976,IPv6-ICMP,sv_11
202,NSH,sv_46
510,SCC-SP,sv_42
483,IPCV,sv_19
204,VINES,sv_22
978,ARIS,sv_52
277,BBN-RCC-MON,sv_27
222,IPv4,sv_97
733,FC,sv_7
782,SCPS,sv_6
397,SRP,sv_23
944,NETBLT,sv_48
729,NSFNET-IGP,sv_37
527,SCPS,sv_85
914,ARGUS (deprecated),sv_30
763,RVD,sv_4
991,OSPFIGP,sv_79
281,ENCAP,sv_91
39,UDPLite,sv_34
317,EIGRP,sv_25
9,WB-EXPAK,sv_44
398,IDPR-CMTP,sv_53
474,PGM,sv_57
30,VMTP,sv_85
297,EGP,sv_97
521,WB-MON,sv_64
16,SM (deprecated),sv_97
634,SNP,sv_99
603,IPComp,sv_30
408,IATP,sv_12
493,A/N,sv_63
406,GRE,sv_24
42,XNET,sv_26
227,I-NLSP,sv_67
658,DGP,sv_40
881,PNNI,sv_38
863,SM (deprecated),sv_8
637,CRUDP,sv_13
812,ESP,sv_35
561,SWIPE (deprecated),sv_30
376,UDP,sv_71
1004,ISO-IP,sv_64
248,PUP,sv_70
387,CFTP,sv_60
551,CPNX,sv_52
930,FIRE,sv_55
707,SSCOPMCE,sv_79
533,Reserved,sv_78
727,IGP,sv_65
263,NSH,sv_75
1021,DCCP,sv_10
820,FC,sv_43
428,SWIPE (deprecated),sv_59
691,IPLT,sv_53
690,SM (deprecated),sv_6
749,MERIT-INP,sv_57
709,TCP,sv_23
486,LEAF-1,sv_22
589,WESP,sv_61
401,RSVP,sv_41
815,SCPS,sv_48
93,IPv6,sv_67
887,FIRE,sv_32
976,PVP,sv_22
574,Mobility Header,sv_18
308,VISA,sv_55
575,PIM,sv_47
490,SSCOPMCE,sv_89
955,MUX,sv_65
758,MPLS-in-IP,sv_85
608,PTP,sv_93
519,CRTP,sv_57
850,HMP,sv_7
391,I-NLSP,sv_95
66,AGGFRAG,sv_33
970,SUN-ND,sv_48
788,MICP (deprecated),sv_78
118,WB-MON,sv_18
501,BR-SAT-MON,sv_23
631,IPv6-ICMP,sv_77
7,MPLS-in-IP,sv_50
130,ISO-TP4,sv_85
593,WB-MON,sv_46
408,HIP,sv_6
866,IPComp,sv_33
695,IPIP,sv_20
312,,sv_21
433,CRUDP,sv_8
952,,sv_10
585,BBN-RCC-MON,sv_16
625,CRTP,sv_10
124,LEAF-2,sv_18
269,Ethernet,sv_72
289,QNX,sv_84
346,STP,sv_77
315,RVD,sv_88
836,Min-IPv4,sv_12
692,CFTP,sv_7
116,LEAF-2,sv_21
459,NETBLT,sv_68
275,ST,sv_10
344,IPIP,sv_33
371,TLSP,sv_2
784,TRUNK-2,sv_8
859,BR-SAT-MON,sv_31
205,RDP,sv_20
737,BR-SAT-MON,sv_55
587,OSPFIGP,sv_80
251,AX.25,sv_69
309,WSN,sv_77
817,PRM,sv_21
394,SRP,sv_23
86,SM (deprecated),sv_51
747,IDPR,sv_83
777,WSN,sv_64
45,SNP,sv_80
192,VRRP,sv_49
1003,TRUNK-2,sv_76
429,SDRP,sv_45
915,IGP,sv_44
650,SUN-ND,sv_67
128,,sv_59
326,TCP,sv_87
523,SWIPE (deprecated),sv_93
711,Compaq-Peer,sv_3
483,RSVP,sv_75
945,CFTP,sv_49
467,IPIP,sv_52
597,WB-EXPAK,sv_55
573,VRRP,sv_34
897,GMTP,sv_26
890,A/N,sv_41
496,DCN-MEAS,sv_98
684,SAT-MON,sv_52
866,IPv6-Route,sv_65
403,DSR,sv_93
480,WB-MON,sv_29
346,SAT-EXPAK,sv_91
234,manet,sv_70
598,MTP,sv_61
601,RVD,sv_75
359,VINES,sv_27
243,WESP,sv_1
399,PUP,sv_95
807,DDP,sv_50
43,IPTM,sv_43
340,CBT,sv_90
923,BNA,sv_59
1001,,sv_54
72,QNX,sv_31
715,DDP,sv_42
23,MTP,sv_51
495,GMTP,sv_40
496,BNA,sv_45
3,IRTP,sv_48
371,IPTM,sv_70
872,HMP,sv_75
566,CRUDP,sv_21
292,NVP-II,sv_20
847,CHAOS,sv_28
216,RVD,sv_75
622,LEAF-1,sv_9
662,SECURE-VMTP,sv_6
259,SRP,sv_77
950,IPPC,sv_24
311,XNS-IDP,sv_15
543,PIM,sv_94
827,SMP,sv_69
269,EIGRP,sv_64
1001,MICP (deprecated),sv_75
382,GRE,sv_47
969,CRUDP,sv_94
882,ARGUS (deprecated),sv_79
263,MFE-NSP,sv_26
55,ARIS,sv_8
703,Ethernet,sv_77
165,QNX,sv_67
655,VINES,sv_17
138,SSCOPMCE,sv_64
469,UDP,sv_63
45,PVP,sv_66
876,Min-IPv4,sv_81
489,RVD,sv_14
182,CFTP,sv_22
259,IPIP,sv_23
732,A/N,sv_31
219,SM (deprecated),sv_4
614,PTP,sv_56
140,CFTP,sv_70
185,Min-IPv4,sv_34
366,RVD,sv_42
270,SCTP,sv_30
608,SUN-ND,sv_57
417,FC,sv_43
408,PTP,sv_33
343,ROHC,sv_63
675,DDX,sv_15
36,TLSP,sv_82
970,IL,sv_29
968,SAT-MON,sv_51
324,IPv6-Frag,sv_17
735,IPv6-Route,sv_68
682,IGP,sv_31
126,IPv6-Opts,sv_63
222,SUN-ND,sv_8
35,NETBLT,sv_58
744,ISO-TP4,sv_5
528,SM (deprecated),sv_37
43,HMP,sv_77
393,NVP-II,sv_68
75,DSR,sv_4
730,ISIS over IPv4,sv_69
449,TCF,sv_17
290,NVP-II,sv_79
835,MICP (deprecated),sv_92
982,manet,sv_87
714,UDPLite,sv_20
176,L2TP,sv_67
678,IFMP,sv_27
671,CBT,sv_62
667,IDRP,sv_33
913,IPv6-ICMP,sv_6
830,WESP,sv_5
80,,sv_33
175,ISO-IP,sv_41
266,IFMP,sv_29
1010,IPv6,sv_56
621,TRUNK-1,sv_58
547,ST,sv_88
522,,sv_18
915,MFE-NSP,sv_48
563,Homa,sv_48
372,,sv_44
303,IPTM,sv_88
352,TRUNK-2,sv_11
1,SKIP,sv_6
915,IGMP,sv_86
1000,,sv_62
133,,sv_17
658,ENCAP,sv_23
251,DDX,sv_51
395,GRE,sv_69
933,,sv_8
445,DDP,sv_74
969,manet,sv_71
894,XTP,sv_60
113,IDRP,sv_20
820,ARGUS (deprecated),sv_21
732,Mobility Header,sv_71
252,EIGRP,sv_15
238,IPComp,sv_53
439,IPv6-NoNxt,sv_35
716,PIM,sv_5
364,ISO-IP,sv_33
656,XTP,sv_39
921,AX.25,sv_46
561,Ethernet,sv_12
927,IPIP,sv_42
716,IDPR,sv_16
190,IPv4,sv_49
518,,sv_73
622,OSPFIGP,sv_67
842,IFMP,sv_47
163,FC,sv_32
338,AGGFRAG,sv_96
158,XNET,sv_63
265,SPS,sv_77
643,FIRE,sv_37
587,XTP,sv_9
501,WB-EXPAK,sv_50
437,GGP,sv_91
834,IPv6,sv_89
618,BIT-EMU,sv_73
167,EGP,sv_53
739,NSFNET-IGP,sv_89
425,BR-SAT-MON,sv_50
359,QNX,sv_68
262,SM (deprecated),sv_77
557,AX.25,sv_65
223,PVP,sv_54
1013,IPv6-Frag,sv_50
88,Shim6,sv_78
268,IPLT,sv_78
541,NARP,sv_9
468,GRE,sv_9
894,AGGFRAG,sv_79
424,LEAF-1,sv_20
4,VRRP,sv_11
829,A/N,sv_39
802,DCCP,sv_88
664,,sv_52
679,SCPS,sv_40
558,,sv_55
520,RSVP-E2E-IGNORE,sv_64
284,NVP-II,sv_18
952,PRM,sv_49
75,MICP (deprecated),sv_15
482,DGP,sv_6
324,FC,sv_3
90,HMP,sv_56
716,,sv_39
520,IPv6-Opts,sv_55
140,SWIPE (deprecated),sv_1
297,,sv_55
806,HMP,sv_74
628,IPIP,sv_14
727,VMTP,sv_74
935,WSN,sv_23
688,SKIP,sv_22
125,NSFNET-IGP,sv_30
503,IPv6-ICMP,sv_53
635,IATP,sv_39
400,IPv6,sv_1
144,HOPOPT,sv_13
336,LEAF-1,sv_26
21,NSFNET-IGP,sv_73
631,IL,sv_78
612,ISIS over IPv4,sv_36
302,KRYPTOLAN,sv_11
486,LARP,sv_70
793,IPTM,sv_86
529,TCF,sv_18
256,NETBLT,sv_24
1003,IPv6,sv_5
852,CPHB,sv_20
10,,sv_66
374,ESP,sv_76
447,IPComp,sv_23
250,Min-IPv4,sv_25
980,GGP,sv_8
957,L2TP,sv_1
637,Homa,sv_87
222,PIM,sv_97
885,ETHERIP,sv_31
831,SKIP,sv_52
377,PIM,sv_10
1021,PTP,sv_67
407,Homa,sv_36
391,GGP,sv_36
29,CRTP,sv_29
591,CPNX,sv_24
399,ST,sv_46
482,BBN-RCC-MON,sv_27
222,Compaq-Peer,sv_35
570,Ethernet,sv_73
495,NETBLT,sv_4
16,IPv6-NoNxt,sv_1
534,IFMP,sv_57
1015,CRTP,sv_36
322,EMCON,sv_95
756,CRTP,sv_5
732,CBT,sv_58
551,IPComp,sv_3
927,CRUDP,sv_82
802,GGP,sv_87
272,PRM,sv_50
747,KRYPTOLAN,sv_57
912,LEAF-2,sv_88
924,ST,sv_32
943,LEAF-1,sv_24
852,FIRE,sv_71
594,UTI,sv_85
351,LEAF-2,sv_39
778,IATP,sv_82
893,ISIS over IPv4,sv_23
90,SM (deprecated),sv_20
176,ETHERIP,sv_91
376,PNNI,sv_81
313,RSVP,sv_37
70,ST,sv_52
42,manet,sv_38
245,FC,sv_34
656,ROHC,sv_51
400,IL,sv_28
6,LARP,sv_47
881,IPComp,sv_16
887,XTP,sv_11
682,IPLT,sv_92
839,IGP,sv_10
211,WSN,sv_2
257,CBT,sv_98
80,DCN-MEAS,sv_67
622,CRUDP,sv_61
159,IPv4,sv_59
384,GGP,sv_84
177,DCN-MEAS,sv_2
200,BBN-RCC-MON,sv_14
449,HMP,sv_92
641,IFMP,sv_95
756,CPHB,sv_58
1020,Min-IPv4,sv_99
438,AX.25,sv_26
266,ETHERIP,sv_88
443,XTP,sv_20
851,VMTP,sv_83
774,ETHERIP,sv_24
249,DCCP,sv_99
285,,sv_42
910,3PC,sv_12
65,VINES,sv_1
484,PRM,sv_45
806,CRTP,sv_82
558,,sv_95
536,IATP,sv_24
967,PIM,sv_63
163,RSVP,sv_54
784,HIP,sv_59
653,SAT-EXPAK,sv_39
311,,sv_20
717,IPLT,sv_40
623,IGMP,sv_9
770,A/N,sv_6
845,ARGUS (deprecated),sv_33
249,FC,sv_36
707,Compaq-Peer,sv_44
795,NETBLT,sv_6
932,,sv_86
635,HOPOPT,sv_69
972,Compaq-Peer,sv_6
757,ARGUS (deprecated),sv_37
835,EIGRP,sv_53
813,IATP,sv_97
396,ISO-TP4,sv_31
475,LEAF-1,sv_32
280,LARP,sv_22
32,GRE,sv_71
907,IPIP,sv_19
650,RDP,sv_65
934,CRUDP,sv_52
66,XNET,sv_80
599,AGGFRAG,sv_35
997,IL,sv_41
191,ENCAP,sv_94
969,ISIS over IPv4,sv_66
1005,ISIS over IPv4,sv_66
921,Shim6,sv_79
141,UDP,sv_59
1020,HMP,sv_22
622,PTP,sv_46
761,BNA,sv_28
151,VISA,sv_64
179,A/N,sv_27
156,IGMP,sv_84
213,NSFNET-IGP,sv_35
213,DDP,sv_48
186,SDRP,sv_94
741,MICP (deprecated),sv_19
156,EMCON,sv_64
474,RDP,sv_25
821,IPX-in-IP,sv_81
893,CPNX,sv_43
437,WB-MON,sv_80
913,GGP,sv_5
741,BR-SAT-MON,sv_57
149,LEAF-1,sv_89
604,IPPC,sv_84
805,HOPOPT,sv_56
229,IL,sv_41
245,PGM,sv_69
227,SCPS,sv_74
42,CPNX,sv_44
577,MTP,sv_43
286,PTP,sv_84
489,CPNX,sv_52
751,PTP,sv_55
896,ENCAP,sv_68
76,PGM,sv_6
806,LARP,sv_74
739,CHAOS,sv_70
64,IPv6-Opts,sv_9
577,BBN-RCC-MON,sv_79
395,IPv6-Opts,sv_73
287,OSPFIGP,sv_26
935,IPv6-ICMP,sv_57
545,HIP,sv_62
937,DDP,sv_36
191,WSN,sv_42
916,ETHERIP,sv_48
798,,sv_62
529,IPv6-Route,sv_56
987,ARIS,sv_40
450,IGP,sv_55
798,IPX-in-IP,sv_39
976,TCF,sv_79
767,TCP,sv_76
894,SPS,sv_54
1018,SECURE-VMTP,sv_88
122,,sv_24
288,TCF,sv_67
925,SDRP,sv_32
241,Ethernet,sv_89
855,MICP (deprecated),sv_41
909,ESP,sv_27
129,,sv_61
132,DCCP,sv_4
624,Sprite-RPC,sv_7
265,SAT-EXPAK,sv_70
197,NARP,sv_55
695,RDP,sv_75
839,NVP-II,sv_64
653,DCN-MEAS,sv_9
708,,sv_27
320,DCCP,sv_12
156,SUN-ND,sv_23
614,SM (deprecated),sv_69
491,PNNI,sv_23
276,SUN-ND,sv_1
489,SECURE-VMTP,sv_41
51,AX.25,sv_21
313,SSCOPMCE,sv_48
143,IRTP,sv_46
222,IPLT,sv_59
4,LARP,sv_86
197,IFMP,sv_87
1007,I-NLSP,sv_33
73,OSPFIGP,sv_13
387,PIPE,sv_66
110,I-NLSP,sv_44
463,NSH,sv_56
529,PRM,sv_7
233,UDPLite,sv_3
963,PIPE,sv_3
484,SMP,sv_40
846,DDP,sv_49
723,3PC,sv_31
19,NVP-II,sv_41
542,RDP,sv_45
495,,sv_4
674,I-NLSP,sv_69
725,WB-MON,sv_87
733,PTP,sv_79
667,CHAOS,sv_43
777,PRM,sv_4
536,MTP,sv_27
174,TRUNK-2,sv_77
1008,3PC,sv_48
202,EGP,sv_1
828,GRE,sv_7
293,IPComp,sv_92
427,,sv_34
706,UDPLite,sv_29
517,IPLT,sv_44
838,ISIS over IPv4,sv_3
697,TCF,sv_68
870,SAT-EXPAK,sv_99
92,IPv6,sv_9
247,Shim6,sv_27
730,PVP,sv_85
321,CHAOS,sv_80
558,CBT,sv_26
46,SAT-MON,sv_30
509,DDP,sv_26
857,DGP,sv_81
964,DGP,sv_8
200,SMP,sv_97
951,IPv6-NoNxt,sv_72
698,SECURE-VMTP,sv_41
743,TRUNK-1,sv_81
341,UTI,sv_99
268,TP++,sv_98
276,STP,sv_64
885,IPComp,sv_66
647,QNX,sv_78
628,SRP,sv_41
65,CPNX,sv_13
652,SCC-SP,sv_15
888,IRTP,sv_56
551,SM (deprecated),sv_82
259,ESP,sv_29
989,PVP,sv_47
142,IDPR,sv_83
594,WESP,sv_86
94,,sv_95
1,KRYPTOLAN,sv_66
741,Ethernet,sv_71
320,WSN,sv_36
541,BNA,sv_84
164,,sv_79
847,IGMP,sv_83
790,MPLS-in-IP,sv_96
662,DGP,sv_52
939,3PC,sv_48
501,ETHERIP,sv_20
676,WB-MON,sv_74
707,ISO-TP4,sv_50
378,MFE-NSP,sv_92
802,,sv_17
894,ARGUS (deprecated),sv_21
69,PTP,sv_91
436,3PC,sv_14
986,IFMP,sv_40
351,Sprite-RPC,sv_55
910,OSPFIGP,sv_52
885,CBT,sv_93
733,IPv6-NoNxt,sv_12
939,DSR,sv_42
841,KRYPTOLAN,sv_87
86,SUN-ND,sv_40
633,IPTM,sv_78
782,DGP,sv_51
804,ESP,sv_96
94,ARIS,sv_27
13,,sv_71
154,UTI,sv_51
520,PIPE,sv_29
756,TCP,sv_19
229,XNS-IDP,sv_3
223,STP,sv_21
468,IPv6-Opts,sv_38
1016,RVD,sv_71
705,TP++,sv_82
665,DDP,sv_35
600,ARGUS (deprecated),sv_26
286,XNET,sv_54
997,HOPOPT,sv_45
771,Compaq-Peer,sv_56
267,AGGFRAG,sv_68
109,VINES,sv_42
442,VRRP,sv_34
592,IL,sv_85
964,Ethernet,sv_56
91,LARP,sv_66
806,MPLS-in-IP,sv_77
767,MERIT-INP,sv_44
35,MICP (deprecated),sv_50
977,Homa,sv_34
18,ISO-IP,sv_35
232,MFE-NSP,sv_89
962,EGP,sv_46
591,NVP-II,sv_60
843,Compaq-Peer,sv_11
77,DSR,sv_70
543,MTP,sv_86
560,SUN-ND,sv_30
619,LEAF-1,sv_93
807,BIT-EMU,sv_57
58,,sv_17
128,SAT-MON,sv_64
276,ARGUS (deprecated),sv_62
89,IPTM,sv_50
210,WB-MON,sv_21
711,DCCP,sv_7
684,SAT-MON,sv_80
368,WB-MON,sv_35
9,TP++,sv_15
704,SECURE-VMTP,sv_76
571,IPTM,sv_92
636,UTI,sv_8
385,ETHERIP,sv_52
411,MUX,sv_39
915,WSN,sv_28
561,GGP,sv_96
681,UTI,sv_56
14,,sv_6
816,PTP,sv_11
195,IGP,sv_96
751,ENCAP,sv_35
787,IPIP,sv_9
61,QNX,sv_56
451,AGGFRAG,sv_3
531,MICP (deprecated),sv_32
165,HMP,sv_51
218,KRYPTOLAN,sv_82
866,XTP,sv_64
45,IGP,sv_53
612,CPHB,sv_75
965,ICMP,sv_96
365,LARP,sv_66
356,ISO-TP4,sv_67
196,ENCAP,sv_49
769,TP++,sv_13
770,OSPFIGP,sv_89
44,CFTP,sv_1
194,ETHERIP,sv_53
317,,sv_50
327,TCF,sv_4
700,ROHC,sv_40
504,RSVP-E2E-IGNORE,sv_80
64,TLSP,sv_56
1012,EGP,sv_46
987,SAT-EXPAK,sv_44
494,PIPE,sv_10
487,IPv6-Frag,sv_26
122,DCN-MEAS,sv_8
211,,sv_7
596,IDRP,sv_79
178,EGP,sv_30
451,UDPLite,sv_99
577,TRUNK-1,sv_14
281,,sv_28
564,ISO-IP,sv_18
170,CPNX,sv_82
243,XNET,sv_12
247,ROHC,sv_37
887,DDP,sv_95
272,DDX,sv_15
390,CPNX,sv_49
289,CBT,sv_65
390,SRP,sv_95
1017,PUP,sv_90
34,ROHC,sv_56
675,CPNX,sv_58
815,UDP,sv_57
392,SNP,sv_87
721,CPHB,sv_94
59,HOPOPT,sv_1
743,SWIPE (deprecated),sv_93
556,GMTP,sv_81
938,Homa,sv_73
474,Min-IPv4,sv_31
427,PGM,sv_68
365,IPCV,sv_39
62,DGP,sv_38
861,VISA,sv_20
993,WB-EXPAK,sv_35
153,XNS-IDP,sv_83
882,DCCP,sv_82
338,GMTP,sv_35
782,HOPOPT,sv_16
357,IDRP,sv_73
464,DGP,sv_68
823,ST,sv_5
430,PRM,sv_21
763,EGP,sv_86
579,,sv_47
791,TCP,sv_13
830,AX.25,sv_32
1006,SCPS,sv_77
37,EIGRP,sv_15
93,VRRP,sv_58
690,LARP,sv_30
778,ESP,sv_34
648,RVD,sv_70
235,WB-MON,sv_28
310,,sv_8
33,PUP,sv_22
480,TLSP,sv_56
367,,sv_36
217,Min-IPv4,sv_34
828,ESP,sv_94
920,IPv6-Opts,sv_72
207,,sv_90
320,SWIPE (deprecated),sv_64
871,IDPR,sv_22
97,SCTP,sv_79
221,,sv_73
164,TRUNK-2,sv_74
612,IDPR-CMTP,sv_19
781,SCPS,sv_72
173,SSCOPMCE,sv_79
997,UDP,sv_92
322,IPv4,sv_6
89,ICMP,sv_11
930,IPTM,sv_68
490,VRRP,sv_17
150,Min-IPv4,sv_44
553,SSCOPMCE,sv_92
6,PIPE,sv_17
31,DDP,sv_35
750,MPLS-in-IP,sv_1
258,PIM,sv_39
465,DDP,sv_57
925,RSVP,sv_29
807,DCN-MEAS,sv_55
235,ISO-TP4,sv_80
810,ETHERIP,sv_29
590,L2TP,sv_86
82,EIGRP,sv_2
755,Sprite-RPC,sv_62
819,LEAF-1,sv_73
929,IFMP,sv_77
1001,GRE,sv_63
294,TP++,sv_88
692,SKIP,sv_75
300,,sv_9
811,,sv_48
575,CPNX,sv_70
361,MTP,sv_52
547,EIGRP,sv_8
669,Homa,sv_44
76,PRM,sv_96
373,SAT-MON,sv_10
184,MPLS-in-IP,sv_6
776,VMTP,sv_24
293,DCN-MEAS,sv_61
565,MPLS-in-IP,sv_1
772,LEAF-1,sv_28
747,CFTP,sv_29
130,PIM,sv_18
305,AH,sv_14
908,LEAF-1,sv_73
647,MUX,sv_45
649,IDRP,sv_23
349,SWIPE (deprecated),sv_63
257,RSVP,sv_26
407,UTI,sv_64
752,SWIPE (deprecated),sv_92
496,SDRP,sv_43
418,,sv_56
289,TLSP,sv_75
321,TCF,sv_55
983,Compaq-Peer,sv_7
965,DSR,sv_58
678,UTI,sv_49
204,SKIP,sv_24
438,IPComp,sv_98
344,VISA,sv_63
469,SCPS,sv_34
218,SAT-EXPAK,sv_71
767,EGP,sv_56
628,Shim6,sv_63
900,Mobility Header,sv_14
899,Reserved,sv_80
812,MERIT-INP,sv_91
314,HOPOPT,sv_97
315,IPv6,sv_41
615,ARIS,sv_99
853,NSH,sv_93
618,WSN,sv_25
696,SPS,sv_26
352,Homa,sv_99
646,NARP,sv_25
653,OSPFIGP,sv_33
1012,IPIP,sv_59
58,GRE,sv_16
8,PNNI,sv_27
475,IGMP,sv_18
535,NSFNET-IGP,sv_47
909,ROHC,sv_68
575,SCTP,sv_89
371,UTI,sv_49
172,ETHERIP,sv_19
327,SSCOPMCE,sv_12
909,ROHC,sv_53
726,CHAOS,sv_80
437,ETHERIP,sv_2
584,TLSP,sv_90
125,A/N,sv_43
613,UTI,sv_58
224,SPS,sv_19
221,WESP,sv_69
140,ISO-IP,sv_67
988,Sprite-RPC,sv_68
286,ENCAP,sv_70
183,ISO-TP4,sv_87
404,SSCOPMCE,sv_92
465,IPX-in-IP,sv_31
